Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Feb 1998,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,February 1,"1,470","1,050",40.0
Daily Visitation,February 2,375,"1,375",-72.7
Daily Visitation,February 3,"1,010",271,272.7
Daily Visitation,February 4,700,492,42.3
Daily Visitation,February 5,"1,050",680,54.4
Daily Visitation,February 6,"1,159",627,84.8
Daily Visitation,February 7,"1,646",840,96.0
Daily Visitation,February 8,"1,601","1,274",25.7
Daily Visitation,February 9,"1,322","1,117",18.4
Daily Visitation,February 10,865,643,34.5
Daily Visitation,February 11,828,736,12.5
Daily Visitation,February 12,"1,111",775,43.4
Daily Visitation,February 13,932,"1,081",-13.8
Daily Visitation,February 14,"1,632",966,68.9
Daily Visitation,February 15,"1,514","1,293",17.1
Daily Visitation,February 16,843,"2,315",-63.6
Daily Visitation,February 17,604,"1,561",-61.3
Daily Visitation,February 18,848,966,-12.2
Daily Visitation,February 19,"1,150","1,265",-9.1
Daily Visitation,February 20,"1,131","1,402",-19.3
Daily Visitation,February 21,"1,722","1,120",53.8
Daily Visitation,February 22,"1,316","1,458",-9.7
Daily Visitation,February 23,672,"1,204",-44.2
Daily Visitation,February 24,962,947,1.6
Daily Visitation,February 25,336,"1,181",-71.5
Daily Visitation,February 26,218,835,-73.9
Daily Visitation,February 27,366,968,-62.2
Daily Visitation,February 28,509,891,-42.9
Daily Visitation,February 29,-182,-182,0.0
Daily Visitation,February 30,-182,-182,0.0
Daily Visitation,February 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"17,625","18,547",-5.0,"31,588","30,296",4.3,"132,993"
Non-Recreation Visitors,"9,914","10,433",-5.0,"15,898","15,468",2.8,"57,320"
Total Visitors,"27,539","28,980",-5.0,"47,486","45,764",3.8,"190,313"

