Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Oct 1994,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,October 1,"3,986","4,613",-13.6
Daily Visitation,October 2,"5,426","5,829",-6.9
Daily Visitation,October 3,"3,678","6,442",-42.9
Daily Visitation,October 4,"4,195","5,389",-22.2
Daily Visitation,October 5,"5,150","4,954",4.0
Daily Visitation,October 6,"2,620","4,937",-46.9
Daily Visitation,October 7,"4,028","3,119",29.1
Daily Visitation,October 8,"4,718","1,713",175.4
Daily Visitation,October 9,"4,976","4,235",17.5
Daily Visitation,October 10,"4,453","5,949",-25.1
Daily Visitation,October 11,"3,535","3,974",-11.0
Daily Visitation,October 12,"3,145","3,255",-3.4
Daily Visitation,October 13,"2,813","3,116",-9.7
Daily Visitation,October 14,"3,372","2,841",18.7
Daily Visitation,October 15,"2,132","2,992",-28.7
Daily Visitation,October 16,"2,647","2,704",-2.1
Daily Visitation,October 17,"1,947","3,742",-48.0
Daily Visitation,October 18,"2,935","2,566",14.4
Daily Visitation,October 19,"2,790","2,871",-2.8
Daily Visitation,October 20,"3,105","2,628",18.2
Daily Visitation,October 21,"3,017","2,587",16.6
Daily Visitation,October 22,"3,522","2,917",20.7
Daily Visitation,October 23,"2,616","3,685",-29.0
Daily Visitation,October 24,"1,916","2,837",-32.5
Daily Visitation,October 25,"2,042","1,927",6.0
Daily Visitation,October 26,"2,122","1,865",13.8
Daily Visitation,October 27,"1,892","1,746",8.4
Daily Visitation,October 28,"2,358","1,475",59.9
Daily Visitation,October 29,"3,152","1,580",99.5
Daily Visitation,October 30,"2,572","2,102",22.4
Daily Visitation,October 31,"1,217","1,653",-26.4

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"72,583","75,773",-4.2,"2,029,313","1,911,554",6.2,"72,583"
Non-Recreation Visitors,"25,502","26,623",-4.2,"701,591","663,867",5.7,"25,502"
Total Visitors,"98,086","102,396",-4.2,"2,730,904","2,575,420",6.0,"98,086"

