Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Mar 1998,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,March 1,498,"1,475",-66.2
Daily Visitation,March 2,470,"1,586",-70.4
Daily Visitation,March 3,708,618,14.6
Daily Visitation,March 4,369,"1,019",-63.8
Daily Visitation,March 5,635,"1,059",-40.0
Daily Visitation,March 6,624,"1,044",-40.2
Daily Visitation,March 7,733,"2,069",-64.6
Daily Visitation,March 8,"1,226","1,808",-32.2
Daily Visitation,March 9,702,"1,937",-63.8
Daily Visitation,March 10,764,"1,742",-56.1
Daily Visitation,March 11,767,"1,355",-43.4
Daily Visitation,March 12,"1,058",963,9.9
Daily Visitation,March 13,"1,240",971,27.7
Daily Visitation,March 14,"1,503","1,282",17.2
Daily Visitation,March 15,"1,523","1,621",-6.0
Daily Visitation,March 16,"1,148","1,968",-41.7
Daily Visitation,March 17,826,"1,082",-23.7
Daily Visitation,March 18,770,"1,286",-40.1
Daily Visitation,March 19,"1,058","1,649",-35.8
Daily Visitation,March 20,"2,065","1,943",6.3
Daily Visitation,March 21,"2,826","1,724",63.9
Daily Visitation,March 22,"2,055","2,762",-25.6
Daily Visitation,March 23,"1,111","2,749",-59.6
Daily Visitation,March 24,"1,775","1,467",21.0
Daily Visitation,March 25,"2,006","2,436",-17.7
Daily Visitation,March 26,"1,601","2,691",-40.5
Daily Visitation,March 27,"1,900","2,240",-15.2
Daily Visitation,March 28,784,"2,970",-73.6
Daily Visitation,March 29,705,"2,976",-76.3
Daily Visitation,March 30,681,"2,660",-74.4
Daily Visitation,March 31,"1,319","2,399",-45.0

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"23,760","37,274",-36.3,"55,348","67,570",-18.1,"156,752"
Non-Recreation Visitors,"11,703","18,359",-36.3,"27,601","33,827",-18.4,"69,022"
Total Visitors,"35,462","55,633",-36.3,"82,948","101,397",-18.2,"225,775"

