Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jan 1993,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Daily Visitation,April 24,"2,146","3,450",-37.8
Daily Visitation,April 25,"3,321","3,073",8.1
Daily Visitation,April 26,"3,353","3,076",9.0
Daily Visitation,April 27,"5,309","2,643",100.9
Daily Visitation,April 28,"3,550","4,096",-13.3
Daily Visitation,April 29,"3,002","3,945",-23.9
Daily Visitation,April 30,"2,836","3,600",-21.2
Daily Visitation,April 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"44,431","59,103",-24.8,"130,022","155,898",-16.6,"279,113"
Non-Recreation Visitors,"26,094","34,711",-24.8,"68,541","82,679",-17.1,"130,083"
Total Visitors,"70,525","93,814",-24.8,"198,563","238,578",-16.8,"409,196"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: May 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,May 1,"5,093","3,468",46.9
Daily Visitation,May 2,"3,524","3,682",-4.3
Daily Visitation,May 3,"3,659","4,110",-11.0
Daily Visitation,May 4,"5,245","4,514",16.2
Daily Visitation,May 5,"4,583","4,691",-2.3
Daily Visitation,May 6,"4,337","7,012",-38.1
Daily Visitation,May 7,"4,337","4,504",-3.7
Daily Visitation,May 8,"4,200","4,638",-9.4
Daily Visitation,May 9,"4,208","5,047",-16.6
Daily Visitation,May 10,"5,132","4,716",8.8
Daily Visitation,May 11,"6,111","5,220",17.1
Daily Visitation,May 12,"7,409","6,274",18.1
Daily Visitation,May 13,"5,759","7,217",-20.2
Daily Visitation,May 14,"5,982","6,536",-8.5
Daily Visitation,May 15,"5,946","6,711",-11.4
Daily Visitation,May 16,"5,629","6,856",-17.9
Daily Visitation,May 17,"7,074","7,000",1.1
Daily Visitation,May 18,"8,209","7,061",16.3
Daily Visitation,May 19,"7,667","8,554",-10.4
Daily Visitation,May 20,"7,258","10,132",-28.4
Daily Visitation,May 21,"7,354","8,854",-16.9
Daily Visitation,May 22,"8,163","8,726",-6.5
Daily Visitation,May 23,"7,556","8,556",-11.7
Daily Visitation,May 24,"9,748","7,051",38.2
Daily Visitation,May 25,"16,859","8,928",88.8
Daily Visitation,May 26,"15,528","13,746",13.0
Daily Visitation,May 27,"9,479","21,916",-56.7
Daily Visitation,May 28,"10,091","12,547",-19.6
Daily Visitation,May 29,"8,651","10,643",-18.7
Daily Visitation,May 30,"8,687","8,483",2.4
Daily Visitation,May 31,"8,376","10,537",-20.5

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"168,619","180,837",-6.8,"298,641","336,735",-11.3,"447,733"
Non-Recreation Visitors,"53,248","57,106",-6.8,"121,789","139,785",-12.9,"183,331"
Total Visitors,"221,867","237,943",-6.8,"420,430","476,521",-11.8,"631,063"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jun 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,June 1,"14,014","12,314",13.8
Daily Visitation,June 2,"15,504","15,045",3.1
Daily Visitation,June 3,"14,307","16,227",-11.8
Daily Visitation,June 4,"14,180","14,828",-4.4
Daily Visitation,June 5,"13,259","14,925",-11.2
Daily Visitation,June 6,"14,193","13,964",1.6
Daily Visitation,June 7,"14,509","12,528",15.8
Daily Visitation,June 8,"17,467","12,461",40.2
Daily Visitation,June 9,"18,451","18,083",2.0
Daily Visitation,June 10,"19,272","17,246",11.7
Daily Visitation,June 11,"20,746","18,484",12.2
Daily Visitation,June 12,"18,339","17,448",5.1
Daily Visitation,June 13,"17,710","16,383",8.1
Daily Visitation,June 14,"19,068","17,311",10.1
Daily Visitation,June 15,"19,393","16,717",16.0
Daily Visitation,June 16,"20,138","20,375",-1.2
Daily Visitation,June 17,"19,913","19,517",2.0
Daily Visitation,June 18,"21,440","19,906",7.7
Daily Visitation,June 19,"20,478","20,026",2.3
Daily Visitation,June 20,"19,931","19,163",4.0
Daily Visitation,June 21,"17,275","19,727",-12.4
Daily Visitation,June 22,"20,239","19,728",2.6
Daily Visitation,June 23,"23,218","21,642",7.3
Daily Visitation,June 24,"20,728","20,757",-0.1
Daily Visitation,June 25,"26,060","21,138",23.3
Daily Visitation,June 26,"22,034","21,176",4.1
Daily Visitation,June 27,"21,266","20,915",1.7
Daily Visitation,June 28,"20,975","19,430",8.0
Daily Visitation,June 29,"22,947","20,263",13.2
Daily Visitation,June 30,"23,796","23,346",1.9
Daily Visitation,June 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"411,023","389,583",5.5,"709,664","726,318",-2.3,"858,756"
Non-Recreation Visitors,"159,842","151,504",5.5,"281,631","291,290",-3.3,"343,173"
Total Visitors,"570,865","541,087",5.5,"991,295","1,017,608",-2.6,"1,201,929"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jul 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,July 1,"25,166","27,206",-7.5
Daily Visitation,July 2,"24,951","26,875",-7.2
Daily Visitation,July 3,"26,774","27,663",-3.2
Daily Visitation,July 4,"34,115","31,736",7.5
Daily Visitation,July 5,"29,729","24,883",19.5
Daily Visitation,July 6,"28,467","24,876",14.4
Daily Visitation,July 7,"24,503","24,336",0.7
Daily Visitation,July 8,"22,922","23,670",-3.2
Daily Visitation,July 9,"24,758","24,760",0.0
Daily Visitation,July 10,"23,941","23,971",-0.1
Daily Visitation,July 11,"22,772","23,109",-1.5
Daily Visitation,July 12,"23,516","28,757",-18.2
Daily Visitation,July 13,"24,366","22,960",6.1
Daily Visitation,July 14,"21,583","25,619",-15.8
Daily Visitation,July 15,"25,191","24,505",2.8
Daily Visitation,July 16,"26,579","25,168",5.6
Daily Visitation,July 17,"24,511","23,848",2.8
Daily Visitation,July 18,"25,581","24,375",4.9
Daily Visitation,July 19,"24,427","22,398",9.1
Daily Visitation,July 20,"25,818","23,124",11.7
Daily Visitation,July 21,"25,820","25,304",2.0
Daily Visitation,July 22,"25,679","25,877",-0.8
Daily Visitation,July 23,"27,341","27,507",-0.6
Daily Visitation,July 24,"25,306","25,329",-0.1
Daily Visitation,July 25,"23,966","21,761",10.1
Daily Visitation,July 26,"25,570","25,675",-0.4
Daily Visitation,July 27,"25,717","24,186",6.3
Daily Visitation,July 28,"24,285","26,853",-9.6
Daily Visitation,July 29,"26,416","24,648",7.2
Daily Visitation,July 30,"25,788","25,408",1.5
Daily Visitation,July 31,"24,517","24,574",-0.2

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"584,665","577,922",1.2,"1,294,329","1,304,240",-0.8,"1,443,421"
Non-Recreation Visitors,"205,423","203,054",1.2,"487,054","494,343",-1.5,"548,596"
Total Visitors,"790,089","780,975",1.2,"1,781,384","1,798,583",-1.0,"1,992,017"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Aug 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,August 1,"20,585","21,274",-3.2
Daily Visitation,August 2,"22,439","21,475",4.5
Daily Visitation,August 3,"26,580","22,206",19.7
Daily Visitation,August 4,"32,690","24,466",33.6
Daily Visitation,August 5,"34,075","32,436",5.1
Daily Visitation,August 6,"35,757","33,993",5.2
Daily Visitation,August 7,"28,500","26,462",7.7
Daily Visitation,August 8,"29,065","31,340",-7.3
Daily Visitation,August 9,"22,968","28,896",-20.5
Daily Visitation,August 10,"23,790","25,825",-7.9
Daily Visitation,August 11,"18,796","20,709",-9.2
Daily Visitation,August 12,"20,902","19,754",5.8
Daily Visitation,August 13,"19,053","19,231",-0.9
Daily Visitation,August 14,"19,218","19,715",-2.5
Daily Visitation,August 15,"19,143","17,383",10.1
Daily Visitation,August 16,"19,974","18,238",9.5
Daily Visitation,August 17,"20,945","18,704",12.0
Daily Visitation,August 18,"17,561","19,387",-9.4
Daily Visitation,August 19,"18,053","17,916",0.8
Daily Visitation,August 20,"16,550","17,497",-5.4
Daily Visitation,August 21,"15,390","17,174",-10.4
Daily Visitation,August 22,"15,519","14,752",5.2
Daily Visitation,August 23,"15,852","14,747",7.5
Daily Visitation,August 24,"17,034","14,530",17.2
Daily Visitation,August 25,"15,183","16,226",-6.4
Daily Visitation,August 26,"14,162","14,595",-3.0
Daily Visitation,August 27,"13,237","12,746",3.9
Daily Visitation,August 28,"11,757","12,755",-7.8
Daily Visitation,August 29,"12,230","11,983",2.1
Daily Visitation,August 30,"14,542","11,341",28.2
Daily Visitation,August 31,"23,447","14,633",60.2

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"463,548","447,044",3.7,"1,757,877","1,751,284",0.4,"1,906,969"
Non-Recreation Visitors,"171,449","165,345",3.7,"658,503","659,688",-0.2,"720,045"
Total Visitors,"634,997","612,389",3.7,"2,416,381","2,410,972",0.2,"2,627,014"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Sep 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,September 1,"19,961","19,514",2.3
Daily Visitation,September 2,"13,205","20,851",-36.7
Daily Visitation,September 3,"10,227","12,955",-21.1
Daily Visitation,September 4,"10,678","10,202",4.7
Daily Visitation,September 5,"11,563","10,862",6.5
Daily Visitation,September 6,"10,932","10,790",1.3
Daily Visitation,September 7,"13,100","11,074",18.3
Daily Visitation,September 8,"10,975","12,749",-13.9
Daily Visitation,September 9,"11,122","11,665",-4.7
Daily Visitation,September 10,"11,756","11,088",6.0
Daily Visitation,September 11,"11,681","11,709",-0.2
Daily Visitation,September 12,"11,285","10,060",12.2
Daily Visitation,September 13,"9,273","10,324",-10.2
Daily Visitation,September 14,"13,271","10,250",29.5
Daily Visitation,September 15,"10,056","11,669",-13.8
Daily Visitation,September 16,"10,382","9,774",6.2
Daily Visitation,September 17,"11,107","9,106",22.0
Daily Visitation,September 18,"10,533","9,902",6.4
Daily Visitation,September 19,"9,178","10,615",-13.5
Daily Visitation,September 20,"9,542","9,343",2.1
Daily Visitation,September 21,"10,924","11,936",-8.5
Daily Visitation,September 22,"8,104","11,366",-28.7
Daily Visitation,September 23,"9,092","10,550",-13.8
Daily Visitation,September 24,"10,119","8,514",18.9
Daily Visitation,September 25,"9,416","8,845",6.5
Daily Visitation,September 26,"9,706","7,912",22.7
Daily Visitation,September 27,"6,997","7,067",-1.0
Daily Visitation,September 28,"14,119","7,373",91.5
Daily Visitation,September 29,"8,369","7,547",10.9
Daily Visitation,September 30,"13,284","8,325",59.6
Daily Visitation,September 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"290,369","285,071",1.9,"2,048,246","2,036,355",0.6,"2,197,338"
Non-Recreation Visitors,"39,596","38,873",1.9,"698,099","698,562",-0.1,"759,641"
Total Visitors,"329,965","323,945",1.9,"2,746,346","2,734,917",0.4,"2,956,979"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Oct 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,October 1,"12,965","6,186",109.6
Daily Visitation,October 2,"3,090","6,586",-53.1
Daily Visitation,October 3,"3,707","5,039",-26.4
Daily Visitation,October 4,0,"5,283",-100.0
Daily Visitation,October 5,0,"4,810",-100.0
Daily Visitation,October 6,0,"7,149",-100.0
Daily Visitation,October 7,"3,630","5,964",-39.1
Daily Visitation,October 8,"2,722","4,338",-37.3
Daily Visitation,October 9,"2,330","4,198",-44.5
Daily Visitation,October 10,"2,320","4,571",-49.2
Daily Visitation,October 11,"1,572","3,980",-60.5
Daily Visitation,October 12,"3,677","5,007",-26.6
Daily Visitation,October 13,"3,112","4,977",-37.5
Daily Visitation,October 14,"2,673","4,660",-42.6
Daily Visitation,October 15,"2,106","3,738",-43.7
Daily Visitation,October 16,"2,938","3,517",-16.5
Daily Visitation,October 17,"2,759","3,326",-17.0
Daily Visitation,October 18,"1,917","3,674",-47.8
Daily Visitation,October 19,"4,485","5,586",-19.7
Daily Visitation,October 20,"2,480","5,900",-58.0
Daily Visitation,October 21,"2,185","2,979",-26.7
Daily Visitation,October 22,"2,515","2,354",6.8
Daily Visitation,October 23,"2,336","2,822",-17.2
Daily Visitation,October 24,"2,309","2,057",12.3
Daily Visitation,October 25,"2,899","2,100",38.0
Daily Visitation,October 26,"3,580","2,942",21.7
Daily Visitation,October 27,"2,850","3,230",-11.8
Daily Visitation,October 28,"1,125","2,462",-54.3
Daily Visitation,October 29,"1,147","2,007",-42.9
Daily Visitation,October 30,"1,487","1,885",-21.1
Daily Visitation,October 31,"1,907","1,646",15.9

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"61,295","92,485",-33.7,"2,109,541","2,128,840",-0.9,"61,295"
Non-Recreation Visitors,"21,536","32,495",-33.7,"719,635","731,056",-1.6,"21,536"
Total Visitors,"82,831","124,980",-33.7,"2,829,176","2,859,896",-1.1,"82,831"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Nov 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,November 1,"2,130","1,434",48.5
Daily Visitation,November 2,"3,098","2,072",49.5
Daily Visitation,November 3,"2,088","2,913",-28.3
Daily Visitation,November 4,"1,441","2,071",-30.4
Daily Visitation,November 5,"1,296","1,633",-20.6
Daily Visitation,November 6,"1,817","2,065",-12.0
Daily Visitation,November 7,"1,539","1,873",-17.8
Daily Visitation,November 8,"1,587","1,730",-8.3
Daily Visitation,November 9,"2,568","1,631",57.4
Daily Visitation,November 10,"2,386",914,161.1
Daily Visitation,November 11,"1,034","1,374",-24.7
Daily Visitation,November 12,"1,449","1,255",15.5
Daily Visitation,November 13,"1,506","1,290",16.7
Daily Visitation,November 14,"1,414","1,350",4.7
Daily Visitation,November 15,"1,570","1,536",2.2
Daily Visitation,November 16,"2,000","1,788",11.9
Daily Visitation,November 17,"1,233","2,340",-47.3
Daily Visitation,November 18,"1,134","1,782",-36.4
Daily Visitation,November 19,"1,215","1,876",-35.2
Daily Visitation,November 20,"1,169","1,882",-37.9
Daily Visitation,November 21,972,"1,633",-40.5
Daily Visitation,November 22,"1,215","1,779",-31.7
Daily Visitation,November 23,"1,576","1,709",-7.8
Daily Visitation,November 24,"1,714","3,226",-46.9
Daily Visitation,November 25,"1,355",947,43.1
Daily Visitation,November 26,"1,309",904,44.8
Daily Visitation,November 27,"1,622","1,161",39.7
Daily Visitation,November 28,"1,290","1,112",16.0
Daily Visitation,November 29,"3,053","1,290",136.7
Daily Visitation,November 30,"2,578","1,303",97.9
Daily Visitation,November 31,0,0,NaN

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"32,238","31,928",1.0,"2,141,779","2,160,768",-0.9,"93,532"
Non-Recreation Visitors,"18,134","17,959",1.0,"737,769","749,016",-1.5,"39,670"
Total Visitors,"50,371","49,887",1.0,"2,879,547","2,909,783",-1.0,"133,202"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Dec 2013,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,December 1,"1,407","1,598",-12.0
Daily Visitation,December 2,923,"1,432",-35.5
Daily Visitation,December 3,845,996,-15.2
Daily Visitation,December 4,653,"1,147",-43.1
Daily Visitation,December 5,637,"1,328",-52.0
Daily Visitation,December 6,943,"1,004",-6.1
Daily Visitation,December 7,742,"1,026",-27.7
Daily Visitation,December 8,632,774,-18.3
Daily Visitation,December 9,599,654,-8.4
Daily Visitation,December 10,642,861,-25.4
Daily Visitation,December 11,788,912,-13.6
Daily Visitation,December 12,945,950,-0.5
Daily Visitation,December 13,987,961,2.7
Daily Visitation,December 14,"1,107",936,18.3
Daily Visitation,December 15,942,"1,271",-25.9
Daily Visitation,December 16,939,"1,007",-6.8
Daily Visitation,December 17,982,853,15.1
Daily Visitation,December 18,999,"1,023",-2.3
Daily Visitation,December 19,453,"1,109",-59.2
Daily Visitation,December 20,912,918,-0.7
Daily Visitation,December 21,"1,082","1,352",-20.0
Daily Visitation,December 22,985,"1,790",-45.0
Daily Visitation,December 23,"1,107","1,325",-16.5
Daily Visitation,December 24,675,772,-12.6
Daily Visitation,December 25,459,432,6.3
Daily Visitation,December 26,"1,498","1,452",3.2
Daily Visitation,December 27,"2,057","1,239",66.0
Daily Visitation,December 28,"2,027","1,336",51.7
Daily Visitation,December 29,"1,377","2,057",-33.1
Daily Visitation,December 30,"1,382","1,872",-26.2
Daily Visitation,December 31,"1,015","1,366",-25.7

Label,Value,YTD
,,

Label,ThisMonth,SameMonthLastYear,PercentChange,ThisYearYTD,LastYearYTD,PercentChangeYTD,FiscalYTD
Recreation Visitors,"21,219","24,679",-14.0,"2,162,997","2,185,446",-1.0,"114,751"
Non-Recreation Visitors,"9,533","11,088",-14.0,"747,302","760,103",-1.7,"49,203"
Total Visitors,"30,752","35,767",-14.0,"2,910,299","2,945,550",-1.2,"163,953"

﻿Title,ReportDate,Bookmark
Mount Rushmore NMEM,Report Date: Jan 2014,Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Daily%20and%20Monthly

Description,Date,ThisMonth,SameMonthLastYear,PercentChange
Daily Visitation,January 1,946,"1,015",-6.8
Daily Visitation,January 2,"1,072","1,072",0.0
Daily Visitation,January 3,"1,180","1,120",5.4
Daily Visitation,January 4,919,"1,265",-27.4
Daily Visitation,January 5,533,"1,108",-51.9
Daily Visitation,January 6,628,"1,008",-37.7
Daily Visitation,January 7,628,898,-30.1
Daily Visitation,January 8,763,884,-13.7
Daily Visitation,January 9,948,993,-4.5
Daily Visitation,January 10,"1,041",175,494.9
